Customer ID,Nationality,SAS Nationality,Name,Family Name,EducationLevel,Gender,BirthDate,Marital Status,No Of Dependents,Mobile Contact,Home Contact,Email Address,Residential Type,Residential Address 1,Residential Address 2,PostalCode
7458,SG,SG,VANESSA,GOH,Post Secondary,F,17/4/1951,Divorced,2,96905189,68138934,vanessagoh@gmail.com,HDB3,73A Redhill Road,#20-36,151073
7459,SG,SG,JASE,TOH,Secondary,M,20/3/1957,Married,1,90354811,62423817,jasetoh@gmail.com,HDB3,830 Hougang Central,#09-520,530830
7460,SG,SG,LEAH,LEE,University,F,4/11/1986,Married,4,91998803,68634649,leahlee@gmail.com,HDB3,48 Lorong 5 Toa Payoh,#11-101,310048
7461,SG,SG,SHANE,SEAH,Post Secondary,M,20/8/1959,Widowed,5,86417233,68241815,shaneseah@gmail.com,BUN,565 Ang Mo Kio Avenue 2,#01-00,567938
7462,SG,SG,MIN,LOW,Secondary,F,8/10/1950,Divorced,3,92797416,64222904,minlow@gmail.com,HDB3,444 Jurong West Avenue 1,#07-772,640444
7463,SG,SG,ANDRE,MOK,Secondary,M,26/8/1951,Single,0,94494257,67833528,andremok@gmail.com,HDB3,856 Woodlands Street 83,#11-14,730856
7464,SG,SG,TIMOTHY,TAY,Below Secondary,M,18/5/1983,Divorced,5,84651458,69465034,timothytay@gmail.com,HDB5,324 Yishun Central,#06-297,760324
7465,SG,SG,ALEXIS,CHUA,Diploma,F,4/5/1977,Married,5,81876959,68020246,alexischua@gmail.com,AP,13 Jalan Mata Ayer,#04-76 Eup,759155
7466,SG,SG,RENA,SIM,Post Secondary,F,21/4/1974,Divorced,3,92611322,67987682,renasim@gmail.com,HDB3,506 Serangoon North Avenue 4,#14-438,550506
7467,SG,SG,KIM,ANG,University,F,25/7/1990,Divorced,0,83238260,68263094,kimang@gmail.com,BUN,54 Joan Road,#01-00,299939
7468,SG,SG,BENTA,SIM,Post Secondary,F,3/1/1974,Divorced,4,92272366,66061297,bentasim@gmail.com,HDB4,219 Lorong 8 Toa Payoh,#12-633,310219
7469,SG,SG,CHRISTOPHER,LEE,Diploma,M,8/11/1951,Single,0,95614971,62716908,christopherlee@gmail.com,HDB5,8 Penjuru Place,#14-429,608780
7470,SG,SG,TYRIS,TOH,Below Secondary,M,20/3/1956,Married,0,85528120,68599196,tyristoh@gmail.com,HDB3,Blk 4 Queen's Road,#03-319,260004
7471,SG,SG,GEN,HO,University,F,25/3/1956,Divorced,1,88320154,68400509,genho@gmail.com,HDB4,495A Jurong West Street 41,#07-364,641495
7472,SG,SG,FEUER,CHONG,University,F,19/10/1980,Married,5,91989648,68194617,feuerchong@gmail.com,PC,300 Tanjong Katong Road,#02-817 Ch,437083
7473,SG,SG,GEMMIE,ANG,Diploma,F,1/4/1979,Widowed,3,91487767,66522668,gemmieang@gmail.com,HDB3,603 Choa Chu Kang Street 62,#10-43,680603
7474,SG,SG,ROY,CHIA,Post Secondary,M,13/10/1985,Widowed,2,84248435,66760271,roychia@gmail.com,HDB5,498E Tampines St 45,#03-406,523498
7475,SG,SG,AMANDA,CHAN,Below Secondary,F,28/6/1989,Widowed,0,81578609,67393699,amandachan@gmail.com,BUN,82C Lorong Melayu,#01-00,416998
7476,SG,SG,DAREN,TOH,Below Secondary,M,10/6/1952,Married,2,84321848,62382784,darentoh@gmail.com,HDB5,104 Aljunied Crescent,#05-237,380104
7477,SG,SG,TAI LOONG,NG,Post Secondary,M,28/7/1955,Married,1,85116531,63497679,tai.loongng@gmail.com,HDB4,297C Choa Chu Kang Avenue 2,#03-96,683297
7478,SG,SG,FRANKLIN,SIM,University,M,26/7/1955,Married,5,90479912,67126092,franklinsim@gmail.com,HDB4,572 Hougang Street 51,#05-39,530572
7479,SG,SG,ZIQIAN,LOW,Post Secondary,F,10/11/1948,Widowed,0,82677245,61818582,ziqianlow@gmail.com,HDB5,230 Pasir Ris Street 21,#08-42,510230
7480,SG,SG,JUN,GOH,Diploma,M,22/2/1990,Widowed,1,82556586,61579405,jungoh@gmail.com,HDB5,Blk 194 Kim Keat Avenue,#07-319,310194
7481,SG,SG,KARL,CHIA,University,M,8/1/1953,Single,0,83172221,63290273,karlchia@gmail.com,SDH,398 Kallang Road,#01-00,339098
7482,SG,SG,HERMAN,TAY,Secondary,M,3/7/1951,Divorced,1,90355648,62303863,hermantay@gmail.com,HDB5,Blk 69 Moulmein Road,#04-317,300069
7483,SG,SG,FRANKLIN,CHAN,Diploma,M,7/7/1979,Divorced,4,86021494,63778829,franklinchan@gmail.com,HDB5,101A Punggol Field,#06-494,821101
7484,SG,SG,ADAM,CHONG,Post Secondary,M,1/9/1958,Single,0,99663362,68555728,adamchong@gmail.com,HDB4,456 Jurong West Street 41,#05-754,640456
7485,SG,SG,ESTHER,TOH,Diploma,F,4/8/1956,Divorced,5,97696287,62212159,esthertoh@gmail.com,HDB4,118B Jalan Membina,#10-127,162118
7486,SG,SG,JASON,TOH,Secondary,M,7/1/1985,Single,0,92728226,69813299,jasontoh@gmail.com,HDB4,450 Jurong West Street 42,#12-50,640450
7487,SG,SG,YVONNE,SIM,Secondary,F,16/7/1986,Widowed,3,89321738,62337423,yvonnesim@gmail.com,HDB3,235 Hougang Street 21,#01-372,530235
7488,SG,SG,GRACE,YEO,Diploma,F,6/10/1948,Widowed,1,81736459,66361221,graceyeo@gmail.com,HDB4,850 Yishun Street 81,#08-96,760850
7489,SG,SG,TARA,CHUA,Diploma,F,22/4/1975,Married,2,81206505,61614077,tarachua@gmail.com,HDB4,Blk 16 Eunos Crescent,#07-106,400016
7490,SG,SG,SHERILYN,ONG,Diploma,F,5/11/1966,Divorced,2,81928076,64304909,sherilynong@gmail.com,HDB3,166 Bishan Street 13,#08-232,570166
7491,SG,SG,ELAINE,TEO,Diploma,F,11/6/1976,Single,0,94033442,69444230,elaineteo@gmail.com,SDH,6 Jalan Siantan,,268243
7492,SG,SG,JOY,KOH,Secondary,F,28/6/1988,Widowed,4,95803013,63580597,joykoh@gmail.com,HDB4,Blk 11 Farrer Park Road,#03-317,210011
7493,SG,SG,JIA EN,ONG,Below Secondary,F,8/8/1959,Married,4,83240355,64781099,jia.enong@gmail.com,HDB5,Blk 157 Simei Road,#15-529,520157
7494,SG,SG,ANDRE,ANG,Post Secondary,M,21/3/1981,Married,1,91647606,66082322,andreang@gmail.com,SDH,55 Jalan Lim Tai See,#01-00,268386
7495,SG,SG,AMAYA,CHIA,Post Secondary,F,18/12/1978,Widowed,1,98615561,67028482,amayachia@gmail.com,HDB5,159 Woodlands Street 13,#12-675,730159
7496,SG,SG,JIA EN,ANG,Below Secondary,F,6/1/1981,Widowed,4,99573231,65776492,jia.enang@gmail.com,HDB4,321 Bukit Batok Street 33,#16-364,650321
7497,SG,SG,JASE,KOH,Diploma,M,8/7/1960,Married,0,89003345,68837558,jasekoh@gmail.com,PC,Hong San Walk,#07-69,600124
7498,SG,SG,JASLYN,TAY,University,F,18/3/1957,Single,0,99618660,64264829,jaslyntay@gmail.com,HDB4,859 Tampines Avenue 5,#07-615,520859
7499,SG,SG,RYAN,MOK,Secondary,M,22/4/1949,Married,4,92129443,69664255,ryanmok@gmail.com,PC,Hillview Avenue,#09-52,679050
7500,SG,SG,NICHOLAS,ANG,Below Secondary,M,16/3/1961,Married,4,81664632,65081330,nicholasang@gmail.com,HDB4,315 Serangoon Ave 2,#12-214,550315
7501,SG,SG,YVONNE,CHIA,University,F,20/8/1976,Single,0,85065895,64989395,yvonnechia@gmail.com,HDB5,575 Ang Mo Kio Avenue 10,#11-1865,560575
7502,SG,SG,NICOLE,ANG,Secondary,F,15/1/1948,Married,4,86267390,64397073,nicoleang@gmail.com,HDB3,331 Jurong East Ave 1,#08-1722,600331
7503,SG,SG,FIONA,GOH,Secondary,F,20/3/1981,Single,0,99251244,69337254,fionagoh@gmail.com,HDB4,866  Jurong West Street 81,#02-545,640866
7504,SG,SG,AMAYA,KOH,Secondary,F,9/7/1977,Divorced,0,82493598,68275026,amayakoh@gmail.com,HDB2,351 Yishun Avenue 11,#04-191,760351
7505,SG,SG,DOUGLAS,WONG,Below Secondary,M,24/2/1952,Single,0,91324024,65392058,douglaswong@gmail.com,HDB4,530 Choa Chu Kang Street 51,#10-327,680530
7506,SG,SG,CATHY,SIM,Diploma,F,6/6/1951,Married,0,96839922,61993409,cathysim@gmail.com,HDB4,103 Pasir Ris Street 12,#10-726,510103
7507,SG,SG,GEMMIE,KOH,Below Secondary,F,7/6/1962,Widowed,0,95729077,69659968,gemmiekoh@gmail.com,HDB5,177 Toa Payoh Central,#03-114,310177
7508,SG,SG,DANISH,TOH,Post Secondary,M,14/12/1960,Married,4,93362396,65883898,danishtoh@gmail.com,HDB4,Blk 203 Serangoon Central,#14-529,550203
7509,SG,SG,GEN,CHIA,Diploma,F,12/10/1985,Married,2,98438770,65850281,genchia@gmail.com,PC,23 Palm Grove Avenue,#10-111 Pa,547315
7510,SG,SG,HERMAN,ANG,Post Secondary,M,2/7/1952,Divorced,4,97452328,65051839,hermanang@gmail.com,TH,31 Barker Road,,309907
7511,SG,SG,XIN,NG,Diploma,F,17/7/1949,Single,0,94163433,65934387,xinng@gmail.com,HDB4,373 Hougang Street 31,#13-55,530373
7512,SG,SG,WONG,LEE,Diploma,F,7/6/1973,Widowed,3,83539903,62397744,wonglee@gmail.com,PC,23 Leonie Hill,#12-01 Leo,239224
7513,SG,SG,SHANE,TOH,Below Secondary,M,15/6/1980,Married,4,92504648,65043384,shanetoh@gmail.com,HDB3,334 Sembawang Close,#05-457,750334
7514,SG,SG,JOELLE,GOH,University,F,10/12/1984,Single,0,85304267,61329904,joellegoh@gmail.com,HDB3,132 Choa Chu Kang Avenue 1,#09-10,680132
7515,SG,SG,JAS,LIM,Post Secondary,M,19/12/1990,Divorced,4,87495457,65990997,jaslim@gmail.com,HDB3,Blk 814 Jellicoe Road,#20-319,200814
7516,SG,SG,FAITH,ONG,Below Secondary,F,25/7/1958,Divorced,5,80440529,61483244,faithong@gmail.com,HDB2,119B Kim Tian Road,#13-236,162119
7517,SG,SG,WEI KIAT,LEE,Diploma,M,4/5/1958,Divorced,4,96741158,61444551,wei.kiatlee@gmail.com,HDB3,Blk 815 Jellicoe Road,#02-319,200815
7518,SG,SG,ASHLEY,CHUA,Diploma,F,5/10/1963,Divorced,1,98326301,64845721,ashleychua@gmail.com,HDB4,211 Pasir Ris Street 21,#07-238,510211
7519,SG,SG,BRENDAN,WONG,Diploma,M,1/12/1972,Married,0,85766593,66350466,brendanwong@gmail.com,HDB4,285E Toh Guan Road,#11-429,605285
7520,SG,SG,ANDY,MOK,Below Secondary,M,14/7/1953,Divorced,4,98893565,64795095,andymok@gmail.com,HDB4,567 Hougang Street 51,#12-57,530567
7521,SG,SG,CHRISTOPHER,LIM,Post Secondary,M,27/3/1956,Married,0,98332700,67240433,christopherlim@gmail.com,HDB4,207B Compassvale Lane,#01-20,543207
7522,SG,SG,WAN ER,HO,Post Secondary,F,21/7/1959,Married,3,95795414,66688425,wan.erho@gmail.com,TH,13 Hillcrest Road,,288914
7523,SG,SG,JANE,TEO,Post Secondary,F,28/5/1957,Single,0,94109210,68683520,janeteo@gmail.com,HDB4,705 Choa Chu Kang Street 53,#12-86,680705
7524,SG,SG,HANNAH,TEO,Secondary,F,7/10/1976,Single,0,84133651,65616855,hannahteo@gmail.com,HDB3,570 Pasir Ris St 53,#11-60,510570
7525,SG,SG,LEE,TAN,Diploma,M,3/8/1979,Married,0,91549832,61833985,leetan@gmail.com,HDB4,7 Rosewood Drive,#02-15,737937
7526,SG,SG,RENA,LOW,University,F,26/12/1980,Single,0,87956214,69783621,renalow@gmail.com,HDB3,509 Jelapang Road,#10-86,670509
7527,SG,SG,KENNY,CHUA,Below Secondary,M,7/11/1953,Single,0,85186856,62877183,kennychua@gmail.com,AP,370E Alexandra Road,#14-02 The,159958
7528,SG,SG,KHENG SONG,GOH,Post Secondary,M,26/12/1953,Single,0,98996902,61470211,kheng.songgoh@gmail.com,HDB4,404A Fernvale Lane,#16-129,791404
7529,SG,SG,ALEX,WONG,Post Secondary,M,4/8/1959,Divorced,0,94351671,62454800,alexwong@gmail.com,HDB4,206 Pasir Ris Street 21,#10-368,510206
7530,SG,SG,DANISH,CHIA,Post Secondary,M,9/3/1952,Married,5,98951676,66693541,danishchia@gmail.com,PC,114 Bishan Street,#11-90 Bis,570114
7531,SG,SG,CLAIRE,WONG,Diploma,F,22/9/1961,Divorced,5,87683325,65652643,clairewong@gmail.com,HDB3,324D Sengkang Eastway,#03-623,544324
7532,SG,SG,JOANNE,TAY,Secondary,F,19/9/1978,Widowed,4,84527252,69269088,joannetay@gmail.com,AP,43A Lorong 28 Geylang,#08-2945 G,398447
7533,SG,SG,NAOMI,NG,Post Secondary,F,8/12/1954,Single,0,80106167,66219316,naoming@gmail.com,HDB2,860 Yishun Ave 4,#09-145,760860
7534,SG,SG,DANISH,TAN,Post Secondary,M,9/6/1988,Widowed,0,97179143,62821265,danishtan@gmail.com,HDB3,451 Fajar Road,#03-724,670451
7535,SG,SG,SHU YING,LIM,Diploma,F,10/9/1976,Widowed,2,96938655,64354204,shu.yinglim@gmail.com,HDB3,690B Choa Chu Kang Crescent,#24-94,682690
7536,SG,SG,TAN,LEE,University,F,7/3/1975,Married,4,91079668,69648349,tanlee@gmail.com,PC,16 Cashew Road,#11-78 Esp,648315
7537,SG,SG,MITCHIE,ONG,Secondary,F,15/9/1983,Widowed,1,83040165,62150657,mitchieong@gmail.com,HDB3,3 Rivervale Link,#14-18,545119
7538,SG,SG,ROY,TOH,Below Secondary,M,18/10/1965,Widowed,4,87181255,64500411,roytoh@gmail.com,DH,54 Verde Avenue,#01-00,688322
7539,SG,SG,DANISH,LEE,Secondary,M,11/1/1960,Divorced,4,82090663,66054876,danishlee@gmail.com,HDB2,449 Tampines St42,#08-86,520449
7540,SG,SG,RISSA,KOH,Below Secondary,F,27/5/1982,Widowed,1,89674392,66131602,rissakoh@gmail.com,HDB4,Blk 116 Aljunied Avenue 2,#11-305,380116
7541,SG,SG,JEAN,CHUA,Diploma,F,28/5/1978,Single,0,81530906,67272461,jeanchua@gmail.com,HDB2,352 Ubi Avenue 1,#04-991,400352
7542,SG,SG,GINA,CHONG,Post Secondary,F,19/11/1975,Single,0,86497829,63413646,ginachong@gmail.com,SH,39 Cuff Road,#01-00,209712
7543,SG,SG,GRACE,CHIA,University,F,28/9/1967,Widowed,5,86536795,63646156,gracechia@gmail.com,HDB4,295 Choa Chu Kang Avenue 2,#11-151,680295
7544,SG,SG,DERREK,SEAH,Secondary,M,8/6/1950,Widowed,4,94889482,63786030,derrekseah@gmail.com,HDB4,423 Hougang Avenue 6,#08-108,530423
7545,SG,SG,SAMANTHA,TEO,Post Secondary,F,3/4/1982,Single,0,81160095,63074087,samanthateo@gmail.com,HDB4,129 Clarence Lane,#17-48,140129
7546,SG,SG,JASON,TAY,Post Secondary,M,1/2/1978,Married,1,88687701,68924642,jasontay@gmail.com,HDB5,485D Choa Chu Kang Avenue 5,#07-132,684485
7547,SG,SG,CHRISTOPHER,SEAH,Secondary,M,27/2/1981,Divorced,5,80142851,68775520,christopherseah@gmail.com,HDB2,177 Ang Mo Kio Ave 4,#05-917,560177
7548,SG,SG,RIN,ONG,Post Secondary,F,12/5/1962,Widowed,0,95845418,65210740,rinong@gmail.com,HDB3,686 Hougang Street 61,#06-567,530686
7549,SG,SG,EVELYN,SEAH,Diploma,F,23/2/1960,Divorced,0,89506511,64820756,evelynseah@gmail.com,HDB4,438 Hougang Avenue 8,#01-1529,530438
7550,SG,SG,RYAN,LIM,Diploma,M,5/9/1961,Single,0,91664330,69283888,ryanlim@gmail.com,HDB4,202 Toa Payoh North,#08-1083,310202
7551,SG,SG,CHERYL,SEAH,University,F,15/11/1951,Divorced,2,88247796,68578249,cherylseah@gmail.com,HDB4,132 Lorong Ah Soo,#02-410,530132
7552,SG,SG,DOROTHY,SEAH,Below Secondary,F,19/11/1984,Married,5,82100132,64839110,dorothyseah@gmail.com,HDB2,143 Lorong Ah Soo,#08-231,530143
7553,SG,SG,FRANKLIN,YEO,Secondary,M,27/10/1978,Married,0,92768019,66880400,franklinyeo@gmail.com,HDB4,536 Jurong West Street 52,#05-515,640536
7554,SG,SG,JEAN,WONG,University,F,23/10/1979,Divorced,2,82254159,69814275,jeanwong@gmail.com,DH,192 Verde Crescent,#01-00,688512
7555,SG,SG,JOLENE,HO,Diploma,F,20/4/1973,Single,0,92447790,61948228,joleneho@gmail.com,HDB5,Blk 14A Farrer Park Road,#06-317,211014
7556,SG,SG,ESTHER,NG,Secondary,F,22/1/1949,Widowed,4,91964510,63611656,estherng@gmail.com,SH,744 Bedok Reservoir Road,#01-3065,470744
7557,SG,SG,MICHAEL,MOH,Post Secondary,M,25/4/1986,Divorced,0,88833434,65700427,michaelmoh@gmail.com,SDH,151 King's Road,#01-00,268158
7558,SG,SG,WEI KIAT,TAY,Diploma,M,6/8/1986,Widowed,0,89693622,61749653,wei.kiattay@gmail.com,SDH,23 Mount Sinai Road,#01-00,276857
7559,SG,SG,REGINA,HO,Below Secondary,F,16/2/1949,Single,0,93293343,61610716,reginaho@gmail.com,HDB3,552 Hougang Street 51,#09-296,530552
7560,SG,SG,TARA,CHONG,Secondary,F,27/6/1970,Single,0,80785046,64291132,tarachong@gmail.com,HDB2,574 Hougang Street 51,#12-13,530574
7561,SG,SG,GABRIEL,GOH,Diploma,M,15/3/1952,Divorced,5,81584725,61656472,gabrielgoh@gmail.com,HDB2,128 Marsiling Rise,#03-268,730128
7562,SG,SG,KENNY,TAN,Post Secondary,M,9/5/1970,Married,5,88272050,69261039,kennytan@gmail.com,AP,21 Oxford Road,#03-60 Oxf,218817
7563,SG,SG,ALVIRA,ONG,Below Secondary,F,23/8/1984,Divorced,2,81390462,61543225,alviraong@gmail.com,HDB4,708 Tampines Street 71,#09-108,520708
7564,SG,SG,KENNY,LIM,Secondary,M,20/11/1951,Divorced,3,86627381,63686204,kennylim@gmail.com,HDB3,704 Choa Chu Kang Street 53,#06-70,680704
7565,SG,SG,WAN ER,WONG,Diploma,F,21/5/1970,Divorced,5,97778516,67559324,wan.erwong@gmail.com,HDB4,719 Hougang Avenue 2,#12-321,530719
7566,SG,SG,ADRIEL,SIM,Below Secondary,M,23/4/1988,Divorced,5,94599407,66010046,adrielsim@gmail.com,HDB4,1 Jalan Bukit Merah,#11-4534,150001
7567,SG,SG,RENA,MOK,Below Secondary,F,20/6/1954,Single,0,84038417,63935172,renamok@gmail.com,HDB3,616 Choa Chu Kang Street 62,#04-271,680616
7568,SG,SG,MARTIN,GOH,Post Secondary,M,6/9/1968,Married,0,94061479,65622632,martingoh@gmail.com,HDB4,411 Choa Chu Kang,#11-349,680411
7569,SG,SG,MARK,TOH,Secondary,M,28/6/1967,Divorced,0,91078071,69469167,marktoh@gmail.com,PC,Blk 14 Joo Seng Road,#16-564,360014
7570,SG,SG,SILVER,CHAN,Post Secondary,M,3/7/1989,Married,1,99385428,66395982,silverchan@gmail.com,HDB3,179 Ang Mo Kio Avenue 5,#07-2884,560179
7571,SG,SG,NICHOLAS,CHUA,University,M,13/8/1962,Single,0,96683241,68915190,nicholaschua@gmail.com,HDB4,136 Serangoon North Avenue 2,#03-50,550136
7572,SG,SG,TAN,TOH,Post Secondary,F,26/6/1989,Single,0,97048856,61458803,tantoh@gmail.com,HDB4,Blk 110 Lorong 1 Toa Payoh,#15-317,310110
7573,SG,SG,PAUL,HO,Diploma,M,21/12/1982,Divorced,2,87640424,65663486,paulho@gmail.com,TH,92 Fulton Road,#01-00,578964
7574,SG,SG,GABRIEL,YEO,Below Secondary,M,24/8/1972,Divorced,3,88305564,66806094,gabrielyeo@gmail.com,HDB5,462 Hougang Avenue 10,#15-950,530462
7575,SG,SG,SHARON,TEO,Post Secondary,F,8/6/1950,Married,4,97704781,67510736,sharonteo@gmail.com,HDB4,221 Ang Mo Kio Avenue 1,#10-757,560221
7576,SG,SG,KEEFE,WONG,Below Secondary,M,15/9/1948,Married,4,81043782,61917445,keefewong@gmail.com,HDB2,241 Jurong East Street 24,#03-681,600241
7577,SG,SG,CHERILYN,MOK,Diploma,F,4/8/1963,Divorced,4,93652911,68512460,cherilynmok@gmail.com,HDB3,44 Bendemeer Road,#07-1450,330044
7578,SG,SG,SALLY,WONG,Diploma,F,28/9/1959,Divorced,3,82769765,63181092,sallywong@gmail.com,HDB2,180 Lompang Road,#21-07,670180
7579,SG,SG,RIN,TAN,Diploma,F,28/11/1957,Single,0,80544044,65122623,rintan@gmail.com,HDB4,116 Pending Road,#03-212,670116
7580,SG,SG,JOSHUA,CHIA,Below Secondary,M,21/2/1983,Married,1,91485967,62697679,joshuachia@gmail.com,SH,204C Rangoon Road,#01-00,218451
7581,SG,SG,VICKY,WONG,Below Secondary,F,3/6/1984,Married,0,95046488,65836060,vickywong@gmail.com,HDB4,132 Choa Chu Kang Avenue 1,#06-02,680132
7582,SG,SG,KE WEI,LOW,Below Secondary,M,25/8/1954,Single,0,94564926,62129459,ke.weilow@gmail.com,HDB4,471 Choa Chu Kang Avenue 3,#04-139,680471
7583,SG,SG,ROBIN,NG,Secondary,M,28/3/1967,Widowed,1,97401831,67889501,robinng@gmail.com,HDB4,552  Choa Chu Kang Street 52,#04-43,680552
7584,SG,SG,MARK,NG,Secondary,M,23/10/1980,Married,0,82618796,62442858,markng@gmail.com,HDB2,316 Ubi Avenue 1,#02-359,400316
7585,SG,SG,ELLYZA,ANG,Post Secondary,F,2/1/1948,Widowed,3,95672964,67797567,ellyzaang@gmail.com,HDB5,510 West Coast Drive,#04-307,120510
7586,SG,SG,LOON,YEO,Diploma,M,19/4/1973,Married,3,98896440,65397952,loonyeo@gmail.com,HDB4,407 Bedok North Avenue 3,#18-179,460407
7587,SG,SG,MARK,TEO,Post Secondary,M,28/11/1972,Married,0,87931806,61620576,markteo@gmail.com,HDB3,443 Choa Chu Kang Ave 4,#02-343,680443
7588,SG,SG,XIN,TOH,Secondary,F,3/1/1949,Divorced,1,88013275,64909804,xintoh@gmail.com,HDB3,694 Hougang St 61,#02-90,530694
7589,SG,SG,AMANDA,NG,Secondary,F,13/2/1982,Single,0,90568346,66500189,amandang@gmail.com,HDB3,415 Eunos Road 5,#08-50,400415
7590,SG,SG,LEE,CHIA,Diploma,M,3/4/1965,Divorced,3,91886158,67972961,leechia@gmail.com,PC,Simei Street 3,#05-684 Ea,529891
7591,SG,SG,YI LING,GOH,Diploma,F,14/12/1968,Widowed,4,94126898,66165778,yi.linggoh@gmail.com,HDB3,325 Ang Mo Kio Avenue 3,#10-1900,560325
7592,SG,SG,ASHLEY,LEE,University,F,20/4/1952,Single,0,89573468,65732253,ashleylee@gmail.com,PC,6 Hullet Road,#05-387 Hu,229159
7593,SG,SG,MITCHIE,CHIA,Secondary,F,14/11/1949,Widowed,2,86085313,65782394,mitchiechia@gmail.com,HDB3,349 Hougang Avenue 7,#14-611,530349
7594,SG,SG,EMILY,TAN,Secondary,F,3/2/1961,Widowed,3,89800404,61659729,emilytan@gmail.com,HDB4,637 Woodlands Ring,#09-63,730637
7595,SG,SG,SILVER,TEO,University,M,6/11/1972,Divorced,4,94535035,65227346,silverteo@gmail.com,HDB4,Blk 10 Joo Seng Road,#16-529,360010
7596,SG,SG,ALVIN,TOH,Diploma,M,24/2/1964,Widowed,5,97731091,61547626,alvintoh@gmail.com,HDB4,172 Bishan Street 13,#04-77,570172
7597,SG,SG,JUN,CHUA,Diploma,M,3/2/1985,Married,3,84970757,68444672,junchua@gmail.com,HDB4,120 Pending Road,#03-825,670120
7598,SG,SG,JESS,CHONG,Diploma,M,26/11/1953,Married,4,90779065,62976174,jesschong@gmail.com,HDB3,289E Bukit Batok East Street 25,#14-160,654289
7599,SG,SG,JASE,TEO,Secondary,M,10/6/1955,Widowed,3,83133271,69091388,jaseteo@gmail.com,HDB3,454 Choa Chu Kang Avenue 4,#15-109,680454
7600,SG,SG,HANNAH,CHAN,Below Secondary,F,14/7/1982,Divorced,2,88122239,69201036,hannahchan@gmail.com,HDB3,403 Fajar Road,#03-251,670403
7601,SG,SG,XAVIER,SEAH,Post Secondary,M,21/5/1988,Single,0,91592105,67466488,xavierseah@gmail.com,HDB4,452  Hougang Avenue 10,#05-569,530452
7602,SG,SG,JOY,LOW,Diploma,F,11/9/1974,Divorced,2,80911604,63679363,joylow@gmail.com,EC,22 Simei Street 1,#02-01 Mel,529945
7603,SG,SG,JAZREEN,TEO,Below Secondary,F,17/3/1985,Widowed,0,96703136,62427709,jazreenteo@gmail.com,HDB4,989B Jurong West Street 93,#07-703,642989
7604,SG,SG,VANESSA,SIM,Diploma,F,1/11/1971,Divorced,0,92910626,66235041,vanessasim@gmail.com,PC,15 Grange Road,#04-15 Gra,239696
7605,SG,SG,KEEFE,MOK,Secondary,M,6/7/1984,Widowed,3,92742820,68693814,keefemok@gmail.com,HDB3,2 Bukit Batok West Avenue 7,#09-26,659003
7606,SG,SG,JOY,GOH,University,F,9/9/1958,Single,0,86656355,69082805,joygoh@gmail.com,HDB3,34 Cassia Crescent,#08-86,390034
7607,SG,SG,ERIC,SEAH,Diploma,M,6/6/1989,Single,0,91506929,63295351,ericseah@gmail.com,HDB4,224C Compassvale Walk,#12-659,543224
7608,SG,SG,KENNY,LOW,Below Secondary,M,23/3/1981,Widowed,1,97166794,69678969,kennylow@gmail.com,SDH,22 University Walk,,297778
7609,SG,SG,RISSA,SEAH,Diploma,F,6/9/1954,Single,0,91764544,66410776,rissaseah@gmail.com,PC,81 Kovan Road,#03-29 Kov,548173
7610,SG,SG,LIM,GOH,Post Secondary,F,17/5/1969,Widowed,3,83591475,68089785,limgoh@gmail.com,DH,7 Jalan Lye Kwee,#01-00,537828
7611,SG,SG,MIN,CHONG,University,F,26/7/1975,Widowed,1,88150429,64323707,minchong@gmail.com,HDB5,Blk 804 King George's Avenue,#13-317,200804
7612,SG,SG,RACHEL,HO,Below Secondary,F,14/4/1968,Married,2,82627762,64130138,rachelho@gmail.com,HDB5,322 Woodlands Street 32,#13-189,730322
7613,SG,SG,CHRISTOPHER,MOH,University,M,6/7/1984,Widowed,2,85925706,68878559,christophermoh@gmail.com,SDH,121 Whitley Road,#01-00,297813
7614,SG,SG,KE WEI,HO,Post Secondary,M,17/10/1982,Widowed,4,93079523,62754364,ke.weiho@gmail.com,HDB4,Blk 111 Lorong 3 Geylang,#04-544,381111
7615,SG,SG,AMELIA,HO,University,F,1/6/1982,Married,3,99067795,65492476,ameliaho@gmail.com,PC,57 Hillview Avenue,#05-06 Hil,669568
7616,SG,SG,GEMMIE,HO,Post Secondary,F,21/9/1975,Married,3,82893832,67711520,gemmieho@gmail.com,HDB2,964 Hougang Avenue 9,#06-670,530964
7617,SG,SG,JOELLE,LOW,Post Secondary,F,26/5/1948,Widowed,4,94099050,62504198,joellelow@gmail.com,HDB4,251 Kim Keat Link,#08-113,310251
7618,SG,SG,GEMMIE,LEE,Below Secondary,F,23/10/1972,Widowed,3,98267248,68919472,gemmielee@gmail.com,HDB4,307B Ang Mo Kio Avenue 1,#11-531,562307
7619,SG,SG,LIM,YEO,Secondary,F,1/1/1971,Married,0,87636231,65484523,limyeo@gmail.com,AP,Blk 14 Kampong Arang Road,#10-583,431014
7620,SG,SG,EVELYN,CHUA,Secondary,F,3/11/1987,Divorced,2,99432708,68867449,evelynchua@gmail.com,HDB4,339 Tampines Street 33,#09-226,520339
7621,SG,SG,JOANNE,CHIA,University,F,16/1/1984,Married,4,95903232,63705875,joannechia@gmail.com,HDB5,Blk 802 French Road,#14-317,200802
